2007-2008_Female_10_1500_Free	https://storage.googleapis.com/canadian-swimming-ranks.appspot.com/Short_Course/2007-2008_Female_10_1500_Free.json?GoogleAccessId=firebase-adminsdk-7x0t5%40canadian-swimming-ranks.iam.gserviceaccount.com&Expires=16447035600&Signature=aJ6D1irBiNDENsTjI3tYgLlR2bOilNIThy7POk2nCnhORcJCcJ7VynZYsbueSjZ6eOMR9D0APt6HsSHhPUxyPVfDhpI8IuSrI2Es84AtdfwEBH3O37JaiVb2dkwPzORa%2BFEkTyqmEBaew%2ByYzjdaI9grBpFTbtAyv1%2BNcUQGw8mYeUC1emmkVaZuqexOP7pc3z9ptUNOvGBPzjHN2R5dkGkxG4e1v9ZCwHxcHpNFwT1WinmmdLAYyVy%2Bts%2Fm%2FxhdsePJ7993OlG7RPTs%2Bxk%2BGNEgxQxTYLPPCEgtjm87qVgvworApbW2Ure4K93WyiBZ42iD5RvU9TcYLjMUbBLeHg%3D%3D
2008-2009_Female_15_200_Free_Relay	https://storage.googleapis.com/canadian-swimming-ranks.appspot.com/Short_Course/2008-2009_Female_15_200_Free_Relay.json?GoogleAccessId=firebase-adminsdk-7x0t5%40canadian-swimming-ranks.iam.gserviceaccount.com&Expires=16447035600&Signature=FwLX8Iq7FZvfHnhMNYwrpnxKbuS6UogtlE0hQeTfuGro8M9usfbuPyUuHT1Glf%2BJAvbhzPiTfVk3RLM8hjyktSViTY8cSYh65HJDECwLq0cJP34dGSoz%2FEdS4%2Born9qwN7VJ3vWEwb5d8vyai1I7TrX3y5gpTL7XYJiFlJ9xuWIPmA9dO1cybfY9DHXS2X7uJUuVAcYewgiEHmuGr%2BdUkQyFBxY55WeUi6KG8vNIYV1iABYk%2F49svM0mfoWt6QgGqwxSzLv14GwWw86qC2UsV12UiahUUbGIAUckcNghgA98epe3dHuHY8QPYYvF438UlCGkFzovZc1LCzT401sm1Q%3D%3D
2008-2009_Female_15_200_Medley_Relay	https://storage.googleapis.com/canadian-swimming-ranks.appspot.com/Short_Course/2008-2009_Female_15_200_Medley_Relay.json?GoogleAccessId=firebase-adminsdk-7x0t5%40canadian-swimming-ranks.iam.gserviceaccount.com&Expires=16447035600&Signature=OllMjoJVC4nwgQ5nPeW84iuuDZUzhveINATMGgFdT%2FAVbgQK%2FSh3Ga0Y6yFIKktnA9plIom5jYw8bhi86aw7qNK5ERLkz7e%2B1brIjEUKU4xXyWLLm4FFLB%2B8Iu1d6ARjPUWB7UCSfWYjeHmd%2FsRG5zDyT082nX56jyfplKTVHh3Agzrjg4gOz5S2DV8apxd9JCbNs7azl4uPSBv53n6CB054drt%2F4CwWecmMEpmHsTwUceEtCECRt7S6A1doxQI35F9YKW7zgfJGjrHxL508vWFS0O0IwaoruGin0cRCuY2PRpfcWMXw7X3vkWBkxUjuZmHjqqAeR%2FfyT8Qz5kXT0A%3D%3D
2015-2016_Female_13_800_Free_Relay	https://storage.googleapis.com/canadian-swimming-ranks.appspot.com/Short_Course/2015-2016_Female_13_800_Free_Relay.json?GoogleAccessId=firebase-adminsdk-7x0t5%40canadian-swimming-ranks.iam.gserviceaccount.com&Expires=16447035600&Signature=Wg%2B7486ynDbpABB%2FUpAssmg71MAyt10VqJO4df4xHA7Yevw7%2FAZ74YyoWgeg3%2BDQwswYi6ZPWzOqHEq60rn0O%2BkpGqVqBLLEi9YUkviBN3c9RBJX9IFY1Je7hjJ%2B1sHRdsn43ND6NHcnPINIcwV4MRAUrFesmLgPkjfJOvtwiQX6Jh2lzXu6YAWhd1rD0oWkeq92TAW%2BQTGW%2B04i5fPVEmcilPkt1DhHwVikmhRiR0A67jfw%2BMCuQbCLMDc2LYqD96Lin8ZH5bPfoMIVmS9hPEhef9qNuTceTZ4DRYWqaN9VfcydpZCCxwaxrGaIJIIE3vklhUBiIYDE3sN%2F3rLc6g%3D%3D
2008-2009_Female_15_400_Free_Relay	https://storage.googleapis.com/canadian-swimming-ranks.appspot.com/Short_Course/2008-2009_Female_15_400_Free_Relay.json?GoogleAccessId=firebase-adminsdk-7x0t5%40canadian-swimming-ranks.iam.gserviceaccount.com&Expires=16447035600&Signature=Imlr26MfanPa7HLU%2FBbti37flBO7NS%2FVJK7Dtj5%2B6YUM%2FZWzHd5BmyWtIrrEjfbi5Wp6fP%2FAFB84YZtGMsrkMIhLX%2F2HBgVHy346vxtAKqcA5MrzryZu3zdxFJCkFzrKJ2CN3FIemBhvQG1UeOL3vfY%2FxBTIQX7xvySixb9EnlVHIx15lmjdKj5BymFOpOxf6NA6WyvbucullhCCGZaylpMY4YDwtDQ1S7u2MipgiYN12PRXiepKR41yZC%2FHwMbddXGKQNcAi4cpTvOB1nDMhOSFLysQE3OH%2BCv87sTahN04JjuTW%2FetiXBhbxIgu4FJ27y%2BkE1Ia5z9Q9G%2FVnOYVQ%3D%3D
2008-2009_Female_14_800_Free_Relay	https://storage.googleapis.com/canadian-swimming-ranks.appspot.com/Short_Course/2008-2009_Female_14_800_Free_Relay.json?GoogleAccessId=firebase-adminsdk-7x0t5%40canadian-swimming-ranks.iam.gserviceaccount.com&Expires=16447035600&Signature=VVZN9jpvBYYVxZa3oeMed9XIRuOsV0RgHrmt7xm3Gbv1QDVWd6WqN6KoqiEbZl2Ux2%2FQW7IusZHwJW1GqoBnf0uRwa5v68oEjPnfvPlSYdk7OFxs%2Bm6Nq3XnOdL3vcjgSuJx%2BAa4YV73Nn0Ohg2y%2Fhj605MQY02NEMHQY6SjD7u%2FzTvRTeITFi3qyXzPzu2CclidCE3ox80mvDKuwsOp6xE0CeS66k6y1462UbuKgIP4DqGxG9P93opmpAXQTQo8DReXixvSnyZWxVWUogv51R35YTXtRBW0GZULaTt6RG8OKtuvR9k0bFFRsQqQv11oHmuNhsURb%2BKiyh2fa51wzg%3D%3D
2016-2017_Female_17_400_Free_Relay	https://storage.googleapis.com/canadian-swimming-ranks.appspot.com/Short_Course/2016-2017_Female_17_400_Free_Relay.json?GoogleAccessId=firebase-adminsdk-7x0t5%40canadian-swimming-ranks.iam.gserviceaccount.com&Expires=16447035600&Signature=fbuOtA3ooexfEvEpZwEUSsR16a3i3%2FSb7QQsn%2Fjsm%2FWtAzEGlrJFPAnSNx3C6ZIydZ9faR%2BpTu8BT%2F50HLinDylARnXGYXkLP6hDj6QQNByAeAtQmY7CUgnCghg9F2JRlbvoDLdcoav5u590t3N%2F3Lsk1Te4T0hJPSjYEQN5f9UxwNgjhBcgq5uhu0Ny3VRRVRQ1XNOhck3Is4E0y7soaACFSayaLJfaTbF2LHJ9AhwNveXFvKrM5rFa7gMCpYpa47VmF9iDsiICe2gMgbRCfshP0ZsWbIKk7CZg0EqII79NgZ1hLbdmtoJ2oXCMwyM9fg3SownhJwBOiW15zO9JHg%3D%3D
2008-2009_Female_14_400_Medley_Relay	https://storage.googleapis.com/canadian-swimming-ranks.appspot.com/Short_Course/2008-2009_Female_14_400_Medley_Relay.json?GoogleAccessId=firebase-adminsdk-7x0t5%40canadian-swimming-ranks.iam.gserviceaccount.com&Expires=16447035600&Signature=fGd7SIh%2BspO6UG1VXYSc1sKNbR2UDEAqhPkB4IVihvLEByUzG7mHyRWkdaho7kjbGZfF3RkrowXXcESIMfaqCBAxlXdEBNhvb6U2kyPIz9nKrRDVFaj9WdjwqRRup8vaeFtCknt%2B2BkqXtzJdoJhXbCWLhnL0C3DpZGM3Ymf6tSO%2BN7dBNa8BVAGi%2BD9l0oFmu%2FXYWmd0NiR8uLLuuwMkEUYxwXT9dK%2Fl4r%2FMqfKGl04ZHBT2ZcLVYpzpWMBn5Y6tSDxWVpBwYkZQXmTaNv1ZVNMsuHiPiMXuHuvuDekJu63uihPQciBhS0IQ1h%2BO%2FMMLf1yh4NT17cWFbGQiuikPA%3D%3D
2010-2011_Female_10_400_Free_Relay	https://storage.googleapis.com/canadian-swimming-ranks.appspot.com/Short_Course/2010-2011_Female_10_400_Free_Relay.json?GoogleAccessId=firebase-adminsdk-7x0t5%40canadian-swimming-ranks.iam.gserviceaccount.com&Expires=16447035600&Signature=eub8101e%2BR9VSqa%2Fq28kip1oP%2FQGRt%2FkYgqC6UY%2Fiscj5e9%2FxQunVGk6RtynvdJxrcs7nZnREmS1pfPBueaY%2FJnIXaH6dBjow6BQrjwpEwcat2stUqV7AgMxdfOb2tKFMJwOmmXJPIUuOO3hHJf5geWZSps7LDGqFcOTK9jloUOODZw0qyvyNfcXwt0K5WPN5YLf7To9kyclw9PgghJ5BQHrQ4t0t%2BvZfb3slDcudbUc8QeizOC19KLZNpuSSM0MTTOn%2BKoB8m7qmJ9MrXe2O0%2Fz3R2oAaSOAyNxBXwrJXSSM9GUewPBj1MXqVfpEMlotICnA3plV%2Fs4Sld%2BMPgfvg%3D%3D
2007-2008_Female_10_100_Free	https://storage.googleapis.com/canadian-swimming-ranks.appspot.com/Short_Course/2007-2008_Female_10_100_Free.json?GoogleAccessId=firebase-adminsdk-7x0t5%40canadian-swimming-ranks.iam.gserviceaccount.com&Expires=16447035600&Signature=P2RdE8983dVGWC8NaQLdWtifp%2BRxZKFhsFO27qa73kFnv%2Fv7WdMFIzbk88XQwT3kTlr%2BVj%2Bf4LVksM2mDAXKpx1Qs8wzqX7t75Vvrv2hQfEXZxXk%2FRR97RboGjHaH1f3R1ruAnzNYHRgrt%2BvpGU4wUfmlDXQl1wSUSxVo%2Bw2hNLpKfx3fTY2CwXLGjnEhiZSC7V9eThVMx%2FF3R2LbKmHOqScoOe%2BWJqdWNopPG3ZKZFY5gT7QTjfZDCxkCEXzXEJLgjjRSN58WWJqJYNpvVDk%2FSP%2BZ4xqYS8kbHhlFha3miV2YFpPdQKZqHSL6omftfFmDNRZsS5nt4crb00sGTtdw%3D%3D
